symbol,id,name,issueDate,quantityIssued,parValue,issuedPrice,lastTradedPrice,wtdHiPrice,mtdHiPrice,ytdHiPrice,p12HiPrice,allHiPrice,allLowPrice,wtdLowPrice,mtdLowPrice,ytdLowPrice,p12LowPrice,tdyShareVolume,wdyShareVolume,mtdShareVolume,ytdShareVolume,p12ShareVolume,tdyTradeVolume,wtdTradeVolume,mtdTradeVolume,ytdTradeVolume,p12TradeVolume,tdyTurnover,wtdTurnover,mtdTurnover,ytdTurnover,p12Turnover,previousClose,foreignHoldings,foreignPercentage,instrumentsDate,hiTrade,lowTrade,closingPrice,marketCap,marketCapPercentage,change,changePercentage,symbolIndexShareVolume,isin,logo_id,logo_path,beta_securityId,beta_triASIBetaValue,beta_betaValueSPSL,beta_triASIBetaPeriod,beta_quarter
CONN.N0000,214,HAYLEYS LEISURE PLC,11/MAR/1996,107989958.0,1.0,,38.6,38.9,41.9,47.5,47.5,140.0,4.0,36.2,36.2,24.6,24.6,98783,24162,361321,42638695,46371435,37,,,,,3822162.5,919202.3,13987674.0,1529130370.0,,38.5,,,,39.4,37.5,38.6,4168412378.8,0.05331735,0.1,0.2597402597402597,107989958.0,LK0281N00002,2498.0,upload_logo/532_1633404386.jpeg,532,0.72402596,0.25882724,2025,1.0
HAYL.N0000,175,HAYLEYS PLC,01/JAN/1953,750000000.0,1.0,,183.25,185.0,194.0,200.0,200.0,860.0,30.5,180.5,178.0,122.25,109.75,78842,373116,1614423,97591152,109959715,261,,,,,14444102.0,68501032.0,301030432.0,15860896800.0,,183.0,,,,185.0,182.5,183.25,137437500000.0,1.7579362,0.25,0.1366120218579235,750000000.0,LK0080N00008,2027.0,upload_logo/505_1600924002.jpeg,505,0.9004329,0.8157314,2025,1.0
HELA.N0000,5431,HELA APPAREL HOLDINGS PLC,07/FEB/2022,1636746787.0,1.0,,3.1,0.0,3.3,6.4,6.4,22.0,3.0,0.0,3.1,3.0,3.0,0,0,3808655,563318240,592192377,0,,,,,0.0,0.0,12058020.0,2196115710.0,,3.1,,,,,,3.1,5073915039.7,0.06489946,0.0,0.0,1636746787.0,LK0484N00002,2721.0,upload_logo/2727_1644209016.jpeg,2727,1.1006494,0.7719105,2025,
HHL.N0000,325,HEMAS HOLDINGS PLC,15/OCT/2003,2988480150.0,1.0,,34.9,35.0,35.8,128.0,128.0,198.0,19.1,34.2,34.0,24.0,24.0,2486827,6093512,24414586,645065688,653531881,423,,,,,86721456.0,212199648.0,849008380.0,24234321900.0,,34.8,,,,35.0,34.7,34.9,104297957235.0,1.3340548,0.1,0.28735632183908044,2988480150.0,LK0337N00002,2092.0,upload_logo/506_1601461453.jpeg,506,0.68804115,0.44372636,2025,1.0
CITH.N0000,2229,HIKKADUWA BEACH RESORT PLC,17/DEC/2012,542663531.0,1.0,,4.1,4.0,4.2,4.7,4.7,29.8,2.3,3.8,3.7,3.0,3.0,2977631,941284,12880884,319237723,345992874,181,,,,,11729516.0,3642906.8,50423620.0,1169857920.0,,3.8,,,,4.1,3.8,4.1,2224920477.1,0.028458524,0.3,7.894736842105263,542663531.0,LK0420N00006,2093.0,upload_logo/1222_1601461493.jpeg,1222,0.61796534,0.005832282,2025,1.0
HASU.N0000,5,HNB ASSURANCE PLC,28/NOV/2003,150000000.0,1.0,,102.0,104.5,112.0,125.0,125.0,178.0,8.75,100.0,99.6,69.3,69.3,24051,17635,217484,16127409,17120967,72,,,,,2438821.2,1779207.8,22403492.0,1626639620.0,,100.75,,,,109.5,99.6,102.0,15300000000.0,0.19569932,1.25,1.2406947890818858,150000000.0,LK0340N00006,2094.0,upload_logo/375_1601461523.jpeg,375,0.95616883,0.74653214,2025,1.0
HNBF.N0000,4680,HNB FINANCE PLC,08/JAN/2020,1717501587.0,1.0,,7.6,7.6,7.9,9.8,9.8,15.5,3.1,7.2,7.2,3.6,3.6,230039,311850,3318370,879323475,1009562518,110,,,,,1718332.8,2322590.8,25200376.0,6240940500.0,,7.4,,,,7.8,7.3,7.6,13053012061.2,0.16695853,0.2,2.7027027027027026,1717501587.0,LK0460N00002,3284.0,upload_logo/Tn86429VCj6DiVc0_11Jun2024091959GMT_1718097599558.png,1992,1.4372294,0.74763554,2025,1.0
HNBF.X0000,4681,HNB FINANCE PLC,08/JAN/2020,360325000.0,1.0,,7.4,7.7,8.2,12.9,12.9,12.9,3.8,7.2,7.2,3.8,3.8,55261,207557,964381,131997307,132034476,55,,,,,394959.9,1524724.5,7259056.5,976224130.0,,7.4,,,,7.5,7.0,7.4,2666405000.0,0.034105465,0.0,0.0,,LK0460X00001,3284.0,upload_logo/Tn86429VCj6DiVc0_11Jun2024091959GMT_1718097599558.png,1992,1.4372294,0.74763554,2025,1.0
HOPL.N0000,103,HORANA PLANTATIONS PLC,12/FEB/1996,25000000.0,1.0,,55.1,55.0,58.5,70.0,70.0,96.1,5.0,54.8,53.7,41.1,41.1,5107,1023,34461,7940033,8965231,27,,,,,278181.7,56264.8,1876190.6,447225248.0,,55.0,,,,58.3,54.2,55.1,1377500000.0,0.017619334,0.1,0.18181818181818182,25000000.0,LK0252N00003,376.0,upload_logo/709_1192776068.gif,709,0.7478355,0.5198613,2025,1.0
HSIG.N0000,183,HOTEL SIGIRIYA PLC,01/JAN/1981,17577000.0,1.0,,93.8,95.0,109.0,122.0,122.0,124.9,4.25,93.2,90.0,66.0,66.0,14966,13162,70428,10614288,11398392,62,,,,,1395444.4,1231761.6,6844485.0,947075460.0,,94.0,,,,94.1,91.5,93.8,1648722600.0,0.021088488,-0.2,-0.2127659574468085,17577000.0,LK0085N00007,,,544,1.672619,1.0562737,2025,1.0
HDFC.N0000,355,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,12/NOV/2003,64710520.0,1.0,,58.2,57.4,59.5,78.5,78.5,1900.0,14.0,53.8,52.0,38.3,33.5,377736,101538,664008,51235134,57262803,310,,,,,21690100.0,5652989.5,37147824.0,2903159040.0,,54.9,,,,59.8,54.0,58.2,3766152264.0,0.04817212,3.3,6.0109289617486334,64710520.0,LK0339N00008,2861.0,upload_logo/376_1649304781.jpeg,376,1.6406926,1.3855611,2025,1.0
HBS.N0000,5311,hSenid Business Solutions PLC,21/DEC/2021,285254759.0,1.0,,17.4,17.1,17.5,18.8,18.8,37.6,10.3,16.5,16.1,10.6,10.6,811266,2956779,7821088,94588084,98201534,135,,,,,13752574.0,50142716.0,132305904.0,1417373060.0,,16.8,,,,17.4,16.7,17.4,4963432806.6,0.0634863,0.6,3.5714285714285716,285254759.0,LK0476N00008,2660.0,upload_logo/2652_1640063399.jpeg,2652,0.3125,0.1831652,2025,
HUNA.N0000,276,HUNAS HOLDINGS PLC,18/OCT/1993,849030000.0,1.0,,21.6,22.2,24.0,28.9,28.9,3050.0,3.0,21.5,20.2,19.3,19.3,38995,20186,141330,25082133,26926549,30,,,,,844692.8,441978.6,3129488.0,620124290.0,,21.6,,,,22.0,21.0,21.6,18339048000.0,0.23457119,0.0,0.0,849030000.0,LK0210N00001,3004.0,upload_logo/546_1679650234.jpeg,546,0.6853355,0.47005045,2025,1.0
HUNT.N0000,134,HUNTER & COMPANY PLC,01/JAN/1947,5145000.0,1.0,,1111.75,1348.5,1348.5,2300.0,2300.0,2300.0,2.0,1200.0,1200.0,617.0,617.0,112,20,192,27713,29353,16,,,,,124514.5,24327.0,235758.75,35442040.0,,1233.25,,,,1275.0,1100.0,1111.75,5719953750.0,0.07316281,-121.5,-9.85201702817758,5145000.0,LK0087N00003,409.0,upload_logo/747_1193032548.gif,747,0.88474023,0.8335435,2025,1.0
HVA.N0000,1786,HVA FOODS PLC,15/FEB/2011,244526188.0,1.0,,3.5,3.5,3.7,4.6,4.6,82.5,1.6,3.3,3.3,2.9,2.9,60345,36558,1666126,109614063,115391671,31,,,,,205235.4,123832.5,5789502.5,395930688.0,,3.4,,,,3.5,3.3,3.5,855841658.0,0.010946903,0.1,2.9411764705882355,244526188.0,LK0374N00005,2240.0,upload_logo/1046_1603172491.jpeg,1046,0.41369048,0.29350567,2025,1.0
ASPH.N0000,269,INDUSTRIAL ASPHALTS (CEYLON) PLC,01/JAN/1978,3749411250.0,1.0,,0.4,0.5,0.5,0.6,0.6,825.0,0.1,0.4,0.4,0.3,0.3,3703626,1574730,92607517,1320987936,1611891438,83,,,,,1532500.2,770025.2,37973948.0,584999230.0,,0.5,,,,0.5,0.4,0.4,1499764500.0,0.019183194,-0.1,-20.0,3749411250.0,LK0089N00009,2761.0,upload_logo/495_1645043761.jpeg,495,1.2353896,0.47178435,2025,1.0
INME.N0000,6616,INSUREME INSURANCE BROKERS LIMITED,28/NOV/2025,2055290.0,1.0,,2289.75,1994.75,6500.0,6500.0,6500.0,6500.0,502.0,1799.0,502.0,502.0,502.0,462,206,18616,18616,18410,86,,,,,998663.75,382271.0,23984834.0,23984834.0,,1855.75,,,,2300.0,1890.0,2289.75,4706100277.5,0.06019481,434.0,23.386770847366293,2055290.0,LK0507N00000,3505.0,upload_logo/k5ZI4bwCR2ebyC13_1Dec2025061934GMT_1764569974876.png,3421,,,,
BFN.N0000,3495,JANASHAKTHI FINANCE PLC,30/JUN/2011,211101155.0,1.0,,38.1,41.0,42.0,64.0,64.0,64.0,5.0,38.0,37.1,17.0,13.4,25,7878,17730,12752988,16877455,2,,,,,1000.0,303338.9,691361.8,392809760.0,,38.1,,,,40.0,40.0,38.1,8042954005.5,0.10287586,0.0,0.0,211101155.0,LK0391N00009,3465.0,upload_logo/eYiY5IqPRW8jl1xm_28May2025041707GMT_1748405827532.jpeg,1072,1.6709957,1.1235813,2025,1.0
JINS.N0000,941,JANASHAKTHI INSURANCE PLC,21/JUL/2008,226526153.0,1.0,,120.0,129.75,143.0,167.0,167.0,167.0,5.5,121.0,119.25,52.0,49.3,212444,78198,764562,47995489,55210549,273,,,,,25673970.0,9518785.0,99722816.0,4243762690.0,,121.25,,,,124.0,120.0,120.5,27296401436.5,0.34914294,-0.75,-0.6185567010309279,226526153.0,LK0356N00002,2157.0,upload_logo/841_1601610813.jpeg,841,2.096591,1.4203972,2025,1.0
JAT.N0000,5127,JAT HOLDINGS PLC,12/AUG/2021,521540365.0,1.0,,48.1,48.0,49.8,55.5,55.5,55.5,9.2,46.1,44.0,24.0,22.1,268035,123194,2239953,192455000,213403056,185,,,,,12894354.0,5830098.0,105524816.0,7213029900.0,,47.3,,,,48.6,47.0,48.1,25086091556.5,0.3208713,0.8,1.6913319238900635,521540365.0,LK0469N00003,2434.0,upload_logo/2353_1628739293.jpeg,2353,0.6130952,0.002994955,2025,
JETS.N0000,4019,JETWING SYMPHONY PLC,05/JAN/2018,602188559.0,1.0,,19.3,19.9,20.9,23.0,23.0,23.0,5.8,18.8,18.5,10.6,10.6,352056,330711,4999102,251525544,267408666,234,,,,,6728630.0,6307987.5,96921936.0,4317272600.0,,18.9,,,,19.8,18.8,19.3,11622239188.7,0.1486578,0.4,2.1164021164021163,602188559.0,LK0455N00002,2095.0,upload_logo/1686_1601461685.jpeg,1686,1.1845238,0.25031525,2025,1.0
JFP.N0000,6577,JF PACKAGING LIMITED,19/NOV/2025,172130944.0,1.0,,12.7,13.0,13.7,16.0,16.0,16.0,12.5,12.6,12.5,12.5,12.5,288562,213166,2756671,45071024,44857858,189,,,,,3640308.8,2724831.0,35806732.0,673336510.0,,12.6,,,,12.9,12.5,12.7,2186062988.8,0.027961506,0.1,0.7936507936507936,172130944.0,LK0506N00002,3484.0,upload_logo/Z6lznKl0t3AEpkcg_18Nov2025135046GMT_1763473846131.jpeg,3399,0.0,0.0,2025,
JKH.N0000,297,JOHN KEELLS HOLDINGS PLC,23/OCT/1986,17688322709.0,1.0,,21.0,21.3,22.0,26.1,26.1,430.25,8.75,20.7,20.7,18.3,18.3,3550852,2687108,46722712,3024882188,3325390318,827,,,,,74211960.0,56267756.0,1002112770.0,67741254000.0,,20.8,,,,21.1,20.7,21.0,371454776889.0,4.7512054,0.2,0.9615384615384616,17688322709.0,LK0092N00003,2097.0,upload_logo/508_1601461779.jpeg,508,1.4364177,1.3333858,2025,1.0
KHL.N0000,104,JOHN KEELLS HOTELS PLC,17/SEP/2004,1456146780.0,1.0,,21.7,21.7,24.0,28.0,28.0,111.0,5.0,20.0,20.0,18.6,18.5,203695,95270,1827427,218481098,235496943,122,,,,,4388060.0,2016868.5,39386296.0,4942579200.0,,20.9,,,,21.8,21.0,21.7,31598385126.0,0.40416878,0.8,3.827751196172249,1456146780.0,LK0343N00000,2098.0,upload_logo/561_1601461800.jpeg,561,0.5616883,0.30296344,2025,1.0
JKL.N0000,284,JOHN KEELLS PLC,01/JAN/1974,60800000.0,1.0,,81.2,82.0,84.0,90.0,90.0,371.0,11.5,82.0,75.0,68.0,68.0,424,679,14491,881206,1173928,11,,,,,34640.0,55678.0,1168577.0,73233936.0,,82.0,,,,82.5,81.1,81.2,4936960000.0,0.063147694,-0.8,-0.975609756097561,60800000.0,LK0093N00001,2099.0,upload_logo/731_1601461860.jpeg,731,-0.13744588,-0.08984867,2025,1.0
KAHA.N0000,8,KAHAWATTE  PLANTATIONS  PLC,02/DEC/1998,99406691.0,1.0,,21.0,21.3,22.0,28.5,28.5,44.0,3.5,20.0,19.0,19.0,19.0,2051,4970,182030,13911472,14882974,5,,,,,43131.3,99967.2,3729111.8,337631360.0,,20.5,,,,21.3,21.0,21.0,2087540511.0,0.026701324,0.5,2.4390243902439024,99406691.0,LK0297N00008,377.0,upload_logo/710_1192776530.gif,710,0.9207251,0.30249053,2025,1.0
KPHL.N0000,5371,KAPRUKA HOLDINGS PLC,07/JAN/2022,164130360.0,1.0,,9.7,9.8,9.9,12.0,12.0,24.4,6.0,9.6,9.0,7.1,6.9,57235,3432,274313,17969355,25631960,27,,,,,556183.5,33397.2,2590283.2,166061312.0,,9.7,,,,10.2,9.4,9.7,1592064492.0,0.020363787,0.0,0.0,164130360.0,LK0482N00006,2720.0,upload_logo/2714_1641462604.jpeg,2714,0.18614718,0.013556116,2025,
KFP.N0000,227,KEELLS FOOD PRODUCTS PLC,01/JAN/1983,25500000.0,1.0,,170.75,165.0,175.0,190.0,190.0,215.0,5.0,161.0,161.0,156.0,156.0,1215,123,9168,200494,210756,17,,,,,201771.75,20280.0,1554725.0,33934412.0,,165.0,,,,170.75,164.0,170.75,4354125000.0,0.055692762,5.75,3.484848484848485,25500000.0,LK0101N00002,2241.0,upload_logo/483_1603172511.jpeg,483,0.17018399,0.04886507,2025,1.0
KGAL.N0000,372,KEGALLE  PLANTATIONS  PLC,08/JAN/1996,25000000.0,1.0,,134.25,135.75,149.0,163.0,163.0,285.0,5.25,135.0,134.0,126.0,125.0,1301,1982,38830,1591575,1745256,16,,,,,175660.25,268143.25,5356407.5,224381648.0,,135.75,,,,138.0,134.0,134.25,3356250000.0,0.04292914,-1.5,-1.1049723756906078,25000000.0,LK0247N00003,378.0,upload_logo/711_1192777282.gif,711,0.38392857,0.47099623,2025,1.0
KCAB.N0000,279,KELANI CABLES PLC,01/JAN/1974,21800000.0,1.0,,1223.75,1199.0,1210.0,1380.0,1380.0,1380.0,4.0,1160.0,1080.0,435.0,375.25,38297,2031,49728,4967613,5888921,160,,,,,46263008.0,2382993.0,58637428.0,3537487870.0,,1161.0,,,,1230.0,1160.0,1223.75,26677750000.0,0.3412299,62.75,5.404823428079242,21800000.0,LK0102N00000,911.0,upload_logo/672_1400232738.jpeg,672,1.3801407,0.6913619,2025,1.0
TYRE.N0000,82,KELANI TYRES PLC,28/JAN/1994,80400000.0,1.0,,89.6,90.1,91.8,110.5,110.5,138.7,2.75,88.6,88.0,76.7,76.7,5702,3062,55065,11515736,12244681,56,,,,,510403.8,274770.1,4936105.0,1082571900.0,,89.9,,,,90.0,89.0,89.6,7203840000.0,0.09214291,-0.3,-0.3337041156840934,80400000.0,LK0216N00008,318.0,upload_logo/673_1192693045.gif,673,0.066829,-0.0759773,2025,1.0
KVAL.N0000,316,KELANI VALLEY PLANTATIONS PLC,18/JAN/1996,68000000.0,1.0,,89.9,88.1,93.5,104.0,104.0,210.0,7.0,86.5,85.0,79.2,79.2,3324,7929,152966,14619355,17960725,40,,,,,293596.7,695286.9,13744638.0,1377122940.0,,88.0,,,,91.5,87.7,89.9,6113200000.0,0.07819275,1.9,2.159090909090909,68000000.0,LK0249N00009,824.0,upload_logo/712_1370325823.jpeg,712,0.7997835,0.47131148,2025,1.0
KDL.N0000,7,KELSEY DEVELOPMENTS PLC,01/JAN/1984,17429274.0,1.0,,,0.0,0.0,0.0,0.0,67.0,3.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,17429274.0,LK0100N00004,2476.0,upload_logo/625_1631432767.jpeg,625,-0.09508243,-0.01382978,2023,1.0
CPRT.N0000,241,KERNER HAUS GLOBAL SOLUTIONS PLC,01/JAN/1974,600170.0,1.0,,780.5,769.75,780.0,812.5,812.5,3374.0,45.1,670.0,670.0,221.0,221.0,0,9,167,48561,51389,0,,,,,0.0,6628.5,121059.25,18745814.0,,780.5,,,,,,780.5,468432685.0,0.005991631,0.0,0.0,600170.0,LK0036N00000,2024.0,upload_logo/1LTQGJ3waHpDHPKW_4Nov2025090350GMT_1762247030603.jpeg,730,1.9531926,1.3819357,2025,1.0
KOTA.N0000,147,KOTAGALA PLANTATIONS PLC,12/DEC/1995,423140625.0,1.0,,9.7,9.8,10.2,12.3,12.3,230.0,3.4,9.5,9.1,7.9,7.9,133836,759987,7268130,351413494,427141472,83,,,,,1291174.8,7341320.5,70371616.0,3490155260.0,,9.5,,,,9.8,9.4,9.7,4104464062.5,0.0524994,0.2,2.1052631578947367,423140625.0,LK0244N00000,380.0,upload_logo/713_1192778513.gif,713,0.17180736,0.049653213,2025,1.0
LAMB.N0000,389,KOTMALE HOLDINGS PLC,01/JAN/1969,31400000.0,1.0,,1485.0,1508.0,1539.0,2300.0,2300.0,2300.0,1.0,1390.0,1375.0,370.5,365.0,19,98,396,32087,33801,6,,,,,27774.0,143557.0,585712.0,33409634.0,,1485.0,,,,1506.0,1400.0,1485.0,46629000000.0,0.59642243,0.0,0.0,31400000.0,LK0107N00009,,,484,0.0806277,0.016708702,2025,1.0
LOLC.N0000,410,L O L C HOLDINGS PLC,01/JAN/1982,475200000.0,1.0,,540.25,553.0,555.0,749.0,749.0,1600.0,14.5,540.0,539.0,530.0,468.25,70310,15573,486607,26071698,32658432,190,,,,,37985828.0,8439882.0,265945504.0,15720867800.0,,542.0,,,,550.0,539.75,540.25,256726800000.0,3.2837424,-1.75,-0.32287822878228783,475200000.0,LK0113N00007,2168.0,upload_logo/378_1601611239.jpeg,378,0.42099568,0.43395334,2025,1.0
LVEF.N0000,4038,L V L ENERGY FUND PLC,09/JAN/2018,698733742.0,1.0,,10.1,10.2,10.7,12.8,12.8,12.8,4.1,9.9,9.8,5.4,5.4,935869,841821,9770537,1369304149,1537688293,180,,,,,9468073.0,8466313.0,99277640.0,12747522000.0,,10.1,,,,10.3,10.0,10.1,7057210794.2,0.090267405,0.0,0.0,698733742.0,LK0456N00000,2169.0,upload_logo/1707_1601611265.jpeg,1707,1.118777,0.3248739,2025,1.0
LPRT.N0000,137,LAKE HOUSE PRINTERS & PUBLISHERS PLC,01/JAN/1975,2937245.0,1.0,,453.0,427.75,480.0,610.0,610.0,610.0,15.0,420.0,420.0,200.0,200.0,224,45,492,55868,70456,17,,,,,99706.0,19217.0,214543.75,18868362.0,,431.0,,,,460.0,420.0,453.0,1330571985.0,0.017019087,22.0,5.104408352668213,2937245.0,LK0106N00001,401.0,upload_logo/741_1193025984.gif,741,0.5511364,0.2656053,2025,1.0
LALU.N0000,18,LANKA ALUMINIUM INDUSTRIES PLC,20/APR/1987,68514115.0,1.0,,48.1,48.5,48.6,55.6,55.6,170.0,3.0,47.0,44.1,31.3,29.7,131085,125569,2382568,82519061,102822005,80,,,,,6293669.5,5938714.5,112183504.0,3570731010.0,,47.1,,,,48.4,47.5,48.1,3295528931.5,0.042152468,1.0,2.1231422505307855,68514115.0,LK0108N00007,321.0,upload_logo/674_1192698681.gif,674,0.9724026,0.575662,2025,1.0
ASHO.N0000,550,LANKA ASHOK LEYLAND PLC,01/JAN/1983,3620843.0,1.0,,3731.25,3800.0,3850.0,4390.0,4390.0,7490.0,5.0,3670.0,3610.0,893.0,789.0,610,636,9409,461688,564372,29,,,,,2259452.0,2345084.5,34849428.0,1035767040.0,,3681.75,,,,3750.0,3672.0,3731.25,13510270443.75,0.17280723,49.5,1.3444693420248524,3620843.0,LK0109N00005,2160.0,upload_logo/695_1601610877.jpeg,695,2.6117425,1.6885246,2025,1.0
CERA.N0000,259,LANKA CERAMIC PLC,07/APR/1993,6000000.0,1.0,,171.75,172.0,173.5,183.0,183.0,239.75,10.0,171.75,165.0,131.0,117.25,39,503,1324,255821,270493,6,,,,,6765.0,86391.0,226975.5,41841060.0,,171.75,,,,175.0,168.5,171.75,1030500000.0,0.013180925,0.0,0.0,6000000.0,LK0206N00009,2162.0,upload_logo/676_1601611077.jpeg,676,-0.2732684,-0.21563682,2025,1.0
LCBF.N0000,5251,LANKA CREDIT AND BUSINESS FINANCE PLC,16/NOV/2021,790168780.0,1.0,,7.9,7.9,8.1,11.4,11.4,11.4,1.5,7.4,7.0,2.4,2.3,4739910,2045053,8831261,1167146280,1197367211,264,,,,,36452124.0,15784674.0,66827688.0,6805429800.0,,7.4,,,,8.0,7.4,7.9,6242333362.0,0.07984447,0.5,6.756756756756757,790168780.0,LK0474N00003,2540.0,upload_logo/2512_1637033956.jpeg,2512,1.2012987,0.52774274,2025,
LIOC.N0000,553,LANKA IOC PLC,22/DEC/2004,532465705.0,1.0,,128.0,129.5,131.5,147.0,147.0,296.0,13.0,127.0,127.0,121.0,113.0,87445,172668,1486573,92563901,105330714,142,,,,,11205879.0,22048736.0,191965776.0,12274724900.0,,127.5,,,,129.25,127.0,128.0,68155610240.0,0.87176514,0.5,0.39215686274509803,532465705.0,LK0345N00005,2248.0,upload_logo/729_1603173445.jpeg,729,0.45373377,0.2867276,2025,1.0
LMF.N0000,518,LANKA MILK FOODS (CWE) PLC,01/JAN/1983,399980000.0,1.0,,66.1,67.1,68.5,76.0,76.0,295.0,2.75,63.9,62.6,38.0,33.3,346211,551912,2633658,183089430,261490314,241,,,,,22778804.0,35823716.0,173829600.0,10114134000.0,,64.5,,,,66.8,64.5,66.1,26438678000.0,0.33817196,1.6,2.4806201550387597,399980000.0,LK0112N00009,142.0,upload_logo/486_1192178729.gif,486,1.1915585,0.54082596,2025,1.0
ASCO.N0000,250,LANKA REALTY INVESTMENTS PLC,01/JAN/1969,211370428.0,1.0,,35.1,36.2,38.0,39.6,39.6,225.0,2.0,34.0,33.5,10.0,10.0,488471,277648,2485821,181546896,189615760,93,,,,,17104640.0,9468744.0,88698272.0,4001295620.0,,34.0,,,,35.9,35.0,35.1,7419102022.8,0.09489629,1.1,3.235294117647059,211370428.0,LK0008N00009,2905.0,upload_logo/401_1667891703.jpeg,401,2.2578464,1.6231084,2025,1.0
TILE.N0000,337,LANKA TILES PLC,01/JUN/1986,265252050.0,1.0,,49.9,50.0,50.9,59.3,59.8,342.0,6.0,48.0,48.0,48.0,48.0,37588,78184,275396,25480326,31233946,80,,,,,1869312.9,3787549.5,13552993.0,1390652670.0,,48.0,,,,50.0,49.0,49.9,13236077295.0,0.16930008,1.9,3.9583333333333335,265252050.0,LK0114N00005,2031.0,upload_logo/FADtPapIV26yow9G_22Jul2024093715GMT_1721641035603.jpeg,677,0.6431277,0.46800125,2025,1.0
LVEN.N0000,443,LANKA VENTURES PLC,08/JUN/1995,58324932.0,1.0,,69.1,66.7,72.3,93.0,93.0,93.0,3.0,63.2,60.0,35.6,29.5,11685,12253,180120,27749233,28074484,34,,,,,778232.9,810131.5,11851789.0,1961506820.0,,66.2,,,,69.8,65.1,69.1,4030252801.2,0.051550176,2.9,4.380664652567976,58324932.0,LK0240N00008,2165.0,upload_logo/377_1601611136.jpeg,377,1.0608766,0.10892182,2025,1.0
LWL.N0000,67,LANKA WALLTILE PLC,13/JUN/1994,273000000.0,1.0,,50.0,49.7,51.0,62.0,62.0,340.0,5.5,47.8,47.8,47.0,47.0,50642,120875,278762,32020980,37090951,68,,,,,2500265.0,5821448.0,13572007.0,1710271360.0,,48.0,,,,50.0,48.0,50.0,13650000000.0,0.17459449,2.0,4.166666666666667,273000000.0,LK0219N00002,2037.0,upload_logo/rjQu3MIImbVm4Q5c_22Jul2024093537GMT_1721640937226.jpeg,678,0.49296537,0.40983605,2025,1.0
LCEY.N0000,527,LANKEM CEYLON PLC,01/JAN/1970,68627676.0,1.0,,,91.0,95.0,117.0,117.0,590.0,6.0,83.0,82.7,71.2,69.2,0,5855,176881,16559829,16861929,0,,,,,0.0,528866.5,15623089.0,1473449470.0,,,,,,,,0.0,,0.0,,,68627676.0,LK0115N00002,153.0,upload_logo/497_1192179288.gif,497,0.7172619,0.15416141,2025,1.0
LDEV.N0000,546,LANKEM DEVELOPMENTS PLC,01/JAN/1975,160000000.0,1.0,,21.2,22.9,24.9,30.5,30.5,115.0,1.4,21.0,20.5,16.4,16.4,177163,27733,385700,137683000,142169326,96,,,,,3799712.5,601337.7,8595204.0,3246703100.0,,21.9,,,,22.0,21.0,21.2,3392000000.0,0.04338641,-0.7,-3.1963470319634704,160000000.0,LK0116N00000,184.0,upload_logo/446_1192516470.gif,446,0.64556277,0.5126103,2025,1.0
LGL.N0000,1724,LAUGFS GAS PLC,08/DEC/2010,335000086.0,1.0,,63.0,62.5,66.0,80.0,80.0,80.0,8.0,58.2,58.0,25.1,25.1,3123449,276379,1826564,102303601,102234386,441,,,,,193847552.0,16700371.0,112516440.0,6474565100.0,,59.9,,,,63.5,58.9,63.0,21105005418.0,0.26995,3.1,5.175292153589315,335000086.0,LK0371N00001,1629.0,upload_logo/1020_1536297346.jpeg,1020,-1.0175865,-0.89943254,2025,1.0
LGL.X0000,1744,LAUGFS GAS PLC,08/DEC/2010,52000000.0,1.0,,53.5,53.0,58.0,64.0,64.0,64.0,5.8,48.0,47.1,17.0,17.0,78543,19840,219774,42262356,42957613,59,,,,,4163686.5,977803.2,11006609.0,1550642300.0,,50.9,,,,53.9,49.1,53.5,2782000000.0,0.035584018,2.6,5.1080550098231825,,LK0371X00000,1629.0,upload_logo/1020_1536297346.jpeg,1020,-1.0175865,-0.89943254,2025,1.0
LPL.N0000,4561,LAUGFS POWER PLC,30/OCT/2019,335000086.0,1.0,,14.4,14.0,14.8,24.7,24.7,24.7,1.8,13.6,13.5,10.0,10.0,133326,17874,272738,44219592,47137657,26,,,,,1919843.8,247697.8,3753497.0,722340800.0,,13.8,,,,14.4,14.0,14.4,4824001238.4,0.06170286,0.6,4.3478260869565215,335000086.0,LK0459N00004,1869.0,upload_logo/1930_1583209637.jpeg,1930,-1.4967532,-1.5707755,2025,1.0
LPL.X0000,4562,LAUGFS POWER PLC,30/OCT/2019,52000000.0,1.0,,10.3,10.4,11.2,17.7,17.7,17.7,1.6,9.6,9.6,7.1,7.1,116674,57875,282975,18336883,19071221,51,,,,,1190585.0,566122.7,2879993.0,228460320.0,,9.8,,,,10.3,9.9,10.3,535600000.0,0.0068507553,0.5,5.1020408163265305,,LK0459X00003,1869.0,upload_logo/1930_1583209637.jpeg,1930,-1.4967532,-1.5707755,2025,1.0
